Giver	Year	Recipient	Points
Moldova	2010	Greece	2
Moldova	2010	Georgia	5
Moldova	2010	Ukraine	8
Moldova	2010	Romania	12
Moldova	2010	Russia	10
Moldova	2010	Armenia	6
Moldova	2010	Israel	1
Monaco	1975	Netherlands	10
Monaco	1975	France	7
Monaco	1975	Norway	2
Monaco	1975	Switzerland	5
Monaco	1975	United Kingdom	12
Monaco	1975	Turkey	3
Monaco	1975	Finland	8
Monaco	1975	Spain	4
Monaco	1975	Sweden	6
Monaco	1975	Italy	1
Monaco	1976	United Kingdom	10
Monaco	1976	Switzerland	4
Monaco	1976	Israel	1
Monaco	1976	Belgium	8
Monaco	1976	Ireland	6
Monaco	1976	Netherlands	2
Monaco	1976	Finland	7
Monaco	1976	Spain	3
Monaco	1976	Austria	5
Monaco	1976	France	12
Monaco	1977	Ireland	8
Monaco	1977	Netherlands	3
Monaco	1977	Austria	5
Monaco	1977	Germany	1
Monaco	1977	Portugal	2
Monaco	1977	United Kingdom	12
Monaco	1977	Greece	10
Monaco	1977	Israel	7
Monaco	1977	Italy	6
Monaco	1977	France	4
Monaco	1978	Italy	8
Monaco	1978	France	5
Monaco	1978	Spain	4
Monaco	1978	United Kingdom	7
Monaco	1978	Switzerland	2
Monaco	1978	Belgium	12
Monaco	1978	Netherlands	1
Monaco	1978	Germany	10
Monaco	1978	Luxembourg	6
Monaco	1978	Israel	3
Monaco	1979	Portugal	5
Monaco	1979	Denmark	3
Monaco	1979	Greece	7
Monaco	1979	Switzerland	2
Monaco	1979	Germany	12
Monaco	1979	Israel	8
Monaco	1979	France	10
Monaco	1979	Luxembourg	4
Monaco	1979	Norway	6
Monaco	1979	United Kingdom	1
Monaco	2004	Spain	3
Monaco	2004	France	12
Monaco	2004	Serbia & Montenegro	1
Monaco	2004	Germany	7
Monaco	2004	Ukraine	6
Monaco	2004	Bosnia-Herzegovina	4
Monaco	2004	Greece	10
Monaco	2004	Iceland	5
Monaco	2004	Cyprus	2
Monaco	2004	Turkey	8
Monaco	2005	Malta	5
Monaco	2005	Romania	4
Monaco	2005	Israel	12
Monaco	2005	Serbia & Montenegro	6
Monaco	2005	Denmark	10
Monaco	2005	Sweden	3
Monaco	2005	Macedonia	1
Monaco	2005	Germany	2
Monaco	2005	Croatia	7
Monaco	2005	Switzerland	8
Monaco	2006	Switzerland	6
Monaco	2006	Latvia	8
Monaco	2006	Norway	1
Monaco	2006	Bosnia-Herzegovina	12
Monaco	2006	Lithuania	7
Monaco	2006	Ukraine	2
Monaco	2006	France	3
Monaco	2006	Croatia	4
Monaco	2006	Ireland	10
Monaco	2006	Sweden	5
Morocco	1980	Austria	3
Morocco	1980	Turkey	12
Morocco	1980	Denmark	2
Morocco	1980	Sweden	6
Morocco	1980	Switzerland	7
Morocco	1980	Norway	4
Morocco	1980	Germany	10
Morocco	1980	United Kingdom	8
Morocco	1980	France	1
Morocco	1980	Spain	5
Netherlands	1975	Ireland	6
Netherlands	1975	France	8
Netherlands	1975	Luxembourg	12
Netherlands	1975	Norway	2
Netherlands	1975	Switzerland	7
Netherlands	1975	Yugoslavia	3
Netherlands	1975	United Kingdom	4
Netherlands	1975	Malta	1
Netherlands	1975	Belgium	5
Netherlands	1975	Israel	10
Netherlands	1976	United Kingdom	10
Netherlands	1976	Switzerland	6
Netherlands	1976	Israel	2
Netherlands	1976	Luxembourg	5
Netherlands	1976	Belgium	4
Netherlands	1976	Norway	3
Netherlands	1976	Finland	1
Netherlands	1976	Austria	7
Netherlands	1976	Monaco	8
Netherlands	1976	France	12
Netherlands	1977	Ireland	1
Netherlands	1977	Germany	3
Netherlands	1977	Portugal	2
Netherlands	1977	United Kingdom	7
Netherlands	1977	Greece	10
Netherlands	1977	Israel	5
Netherlands	1977	Spain	6
Netherlands	1977	Finland	4
Netherlands	1977	Belgium	12
Netherlands	1977	France	8
Netherlands	1978	France	6
Netherlands	1978	Spain	4
Netherlands	1978	United Kingdom	2
Netherlands	1978	Switzerland	8
Netherlands	1978	Belgium	5
Netherlands	1978	Germany	7
Netherlands	1978	Monaco	10
Netherlands	1978	Denmark	1
Netherlands	1978	Luxembourg	3
Netherlands	1978	Israel	12
Netherlands	1979	Portugal	3
Netherlands	1979	Denmark	8
Netherlands	1979	Greece	7
Netherlands	1979	Germany	2
Netherlands	1979	Israel	1
Netherlands	1979	France	12
Netherlands	1979	Luxembourg	4
Netherlands	1979	Norway	6
Netherlands	1979	United Kingdom	5
Netherlands	1979	Spain	10
Netherlands	1980	Austria	3
Netherlands	1980	Greece	8
Netherlands	1980	Italy	1
Netherlands	1980	Switzerland	10
Netherlands	1980	Norway	2
Netherlands	1980	Germany	12
Netherlands	1980	United Kingdom	7
Netherlands	1980	Portugal	5
Netherlands	1980	France	4
Netherlands	1980	Ireland	6
Netherlands	1981	Germany	3
Netherlands	1981	Israel	7
Netherlands	1981	Denmark	2
Netherlands	1981	Finland	5
Netherlands	1981	France	6
Netherlands	1981	Spain	4
Netherlands	1981	Ireland	10
Netherlands	1981	United Kingdom	12
Netherlands	1981	Cyprus	8
Netherlands	1981	Switzerland	1
Netherlands	1982	Portugal	4
Netherlands	1982	Luxembourg	7
Netherlands	1982	United Kingdom	1
Netherlands	1982	Turkey	2
Netherlands	1982	Switzerland	10
Netherlands	1982	Cyprus	12
Netherlands	1982	Sweden	5
Netherlands	1982	Belgium	3
Netherlands	1982	Israel	8
Netherlands	1982	Germany	6
Netherlands	1983	France	2
Netherlands	1983	Norway	8
Netherlands	1983	United Kingdom	5
Netherlands	1983	Sweden	3
Netherlands	1983	Yugoslavia	7
Netherlands	1983	Germany	10
Netherlands	1983	Israel	12
Netherlands	1983	Portugal	6
Netherlands	1983	Austria	4
Netherlands	1983	Luxembourg	1
Netherlands	1984	Sweden	10
Netherlands	1984	France	12
Netherlands	1984	Spain	2
Netherlands	1984	United Kingdom	4
Netherlands	1984	Belgium	8
Netherlands	1984	Ireland	7
Netherlands	1984	Denmark	3
Netherlands	1984	Germany	5
Netherlands	1984	Turkey	1
Netherlands	1984	Portugal	6
Netherlands	1986	Luxembourg	8
Netherlands	1986	Yugoslavia	7
Netherlands	1986	Norway	2
Netherlands	1986	Iceland	5
Netherlands	1986	Turkey	6
Netherlands	1986	Switzerland	12
Netherlands	1986	Belgium	10
Netherlands	1986	Sweden	3
Netherlands	1986	Denmark	4
Netherlands	1986	Finland	1
Netherlands	1987	Norway	4
Netherlands	1987	Israel	3
Netherlands	1987	Greece	5
Netherlands	1987	France	1
Netherlands	1987	Germany	10
Netherlands	1987	Cyprus	2
Netherlands	1987	Finland	8
Netherlands	1987	Denmark	6
Netherlands	1987	Ireland	12
Netherlands	1987	Switzerland	7
Netherlands	1988	Iceland	4
Netherlands	1988	Sweden	8
Netherlands	1988	Turkey	1
Netherlands	1988	Israel	3
Netherlands	1988	Switzerland	10
Netherlands	1988	Ireland	6
Netherlands	1988	Denmark	12
Netherlands	1988	Norway	7
Netherlands	1988	Luxembourg	5
Netherlands	1988	France	2
Netherlands	1989	Israel	3
Netherlands	1989	Belgium	5
Netherlands	1989	United Kingdom	7
Netherlands	1989	Norway	2
Netherlands	1989	Denmark	12
Netherlands	1989	Finland	6
Netherlands	1989	France	4
Netherlands	1989	Switzerland	10
Netherlands	1989	Greece	1
Netherlands	1989	Yugoslavia	8
Netherlands	1990	Spain	2
Netherlands	1990	Greece	5
Netherlands	1990	Belgium	7
Netherlands	1990	Turkey	3
Netherlands	1990	Israel	4
Netherlands	1990	France	12
Netherlands	1990	Ireland	10
Netherlands	1990	Sweden	6
Netherlands	1990	Italy	8
Netherlands	1990	Austria	1
Netherlands	1992	Spain	1
Netherlands	1992	Israel	3
Netherlands	1992	Greece	4
Netherlands	1992	France	6
Netherlands	1992	Cyprus	8
Netherlands	1992	Malta	5
Netherlands	1992	Iceland	2
Netherlands	1992	United Kingdom	7
Netherlands	1992	Ireland	10
Netherlands	1992	Italy	12
Netherlands	1993	Italy	2
Netherlands	1993	Germany	1
Netherlands	1993	Switzerland	8
Netherlands	1993	Greece	5
Netherlands	1993	Iceland	7
Netherlands	1993	Portugal	12
Netherlands	1993	France	3
Netherlands	1993	Ireland	10
Netherlands	1993	United Kingdom	4
Netherlands	1993	Norway	6
Netherlands	1994	Sweden	6
Netherlands	1994	Ireland	12
Netherlands	1994	United Kingdom	2
Netherlands	1994	Portugal	3
Netherlands	1994	Malta	1
Netherlands	1994	Germany	4
Netherlands	1994	Norway	7
Netherlands	1994	Hungary	10
Netherlands	1994	Russia	5
Netherlands	1994	Poland	8
Netherlands	1996	Turkey	7
Netherlands	1996	Portugal	6
Netherlands	1996	Croatia	5
Netherlands	1996	Switzerland	4
Netherlands	1996	Greece	1
Netherlands	1996	Estonia	3
Netherlands	1996	Norway	10
Netherlands	1996	Belgium	2
Netherlands	1996	Ireland	12
Netherlands	1996	Sweden	8
Netherlands	1997	Cyprus	10
Netherlands	1997	Turkey	2
Netherlands	1997	Austria	3
Netherlands	1997	Ireland	4
Netherlands	1997	Italy	7
Netherlands	1997	Spain	6
Netherlands	1997	Poland	1
Netherlands	1997	Russia	8
Netherlands	1997	France	5
Netherlands	1997	United Kingdom	12
Netherlands	1998	Croatia	4
Netherlands	1998	Israel	6
Netherlands	1998	Germany	12
Netherlands	1998	Malta	8
Netherlands	1998	United Kingdom	7
Netherlands	1998	Sweden	5
Netherlands	1998	Belgium	10
Netherlands	1998	Norway	3
Netherlands	1998	Estonia	2
Netherlands	1998	Turkey	1
Netherlands	1999	Belgium	10
Netherlands	1999	Croatia	1
Netherlands	1999	Slovenia	6
Netherlands	1999	Iceland	7
Netherlands	1999	Sweden	8
Netherlands	1999	Austria	2
Netherlands	1999	Israel	4
Netherlands	1999	Germany	12
Netherlands	1999	Bosnia-Herzegovina	3
Netherlands	1999	Estonia	5
Netherlands	2000	Estonia	7
Netherlands	2000	France	2
Netherlands	2000	Malta	1
Netherlands	2000	Denmark	10
Netherlands	2000	Germany	8
Netherlands	2000	Switzerland	6
Netherlands	2000	Finland	5
Netherlands	2000	Latvia	4
Netherlands	2000	Turkey	12
Netherlands	2000	Ireland	3
Netherlands	2001	Lithuania	5
Netherlands	2001	Spain	7
Netherlands	2001	France	8
Netherlands	2001	Turkey	3
Netherlands	2001	United Kingdom	2
Netherlands	2001	Slovenia	4
Netherlands	2001	Germany	1
Netherlands	2001	Estonia	12
Netherlands	2001	Greece	6
Netherlands	2001	Denmark	10
Netherlands	2003	Iceland	6
Netherlands	2003	Austria	8
Netherlands	2003	Turkey	12
Netherlands	2003	Germany	2
Netherlands	2003	Russia	1
Netherlands	2003	Spain	5
Netherlands	2003	Norway	7
Netherlands	2003	Poland	4
Netherlands	2003	Belgium	10
Netherlands	2003	Sweden	3
Netherlands	2004	Spain	4
Netherlands	2004	Serbia & Montenegro	10
Netherlands	2004	Germany	3
Netherlands	2004	Albania	1
Netherlands	2004	Ukraine	7
Netherlands	2004	Bosnia-Herzegovina	2
Netherlands	2004	Belgium	5
Netherlands	2004	Greece	6
Netherlands	2004	Cyprus	8
Netherlands	2004	Turkey	12
Netherlands	2005	Malta	5
Netherlands	2005	Romania	3
Netherlands	2005	Norway	1
Netherlands	2005	Turkey	12
Netherlands	2005	Israel	7
Netherlands	2005	Serbia & Montenegro	4
Netherlands	2005	Denmark	8
Netherlands	2005	Croatia	2
Netherlands	2005	Greece	10
Netherlands	2005	Bosnia-Herzegovina	6
Netherlands	2006	Germany	3
Netherlands	2006	Russia	2
Netherlands	2006	Bosnia-Herzegovina	8
Netherlands	2006	Lithuania	6
Netherlands	2006	Greece	5
Netherlands	2006	Finland	7
Netherlands	2006	Ukraine	1
Netherlands	2006	Ireland	4
Netherlands	2006	Turkey	12
Netherlands	2006	Armenia	10
Netherlands	2007	Serbia	8
Netherlands	2007	Ukraine	1
Netherlands	2007	Turkey	12
Netherlands	2007	Greece	5
Netherlands	2007	Armenia	10
Netherlands	2007	Hungary	4
Netherlands	2007	Bosnia-Herzegovina	7
Netherlands	2007	Georgia	2
Netherlands	2007	Latvia	3
Netherlands	2007	Germany	6
Netherlands	2008	Armenia	12
Netherlands	2008	Bosnia-Herzegovina	7
Netherlands	2008	Israel	3
Netherlands	2008	Turkey	10
Netherlands	2008	Portugal	5
Netherlands	2008	Azerbaijan	2
Netherlands	2008	Greece	6
Netherlands	2008	Serbia	8
Netherlands	2008	Russia	1
Netherlands	2008	Norway	4
Netherlands	2009	France	6
Netherlands	2009	Iceland	7
Netherlands	2009	Greece	1
Netherlands	2009	Armenia	5
Netherlands	2009	Azerbaijan	10
Netherlands	2009	Bosnia-Herzegovina	4
Netherlands	2009	Germany	2
Netherlands	2009	Turkey	8
Netherlands	2009	Norway	12
Netherlands	2009	United Kingdom	3
Netherlands	2010	Belgium	6
Netherlands	2010	Serbia	1
Netherlands	2010	Greece	3
Netherlands	2010	Turkey	8
Netherlands	2010	Ukraine	7
Netherlands	2010	Romania	5
Netherlands	2010	Armenia	12
Netherlands	2010	Germany	4
Netherlands	2010	Israel	10
Netherlands	2010	Denmark	2
Norway	1975	Netherlands	12
Norway	1975	Ireland	4
Norway	1975	Switzerland	1
Norway	1975	United Kingdom	7
Norway	1975	Malta	2
Norway	1975	Israel	5
Norway	1975	Finland	10
Norway	1975	Spain	3
Norway	1975	Sweden	8
Norway	1975	Italy	6
Norway	1976	United Kingdom	12
Norway	1976	Switzerland	10
Norway	1976	Israel	7
Norway	1976	Belgium	6
Norway	1976	Netherlands	1
Norway	1976	Finland	4
Norway	1976	Italy	3
Norway	1976	Austria	2
Norway	1976	Monaco	5
Norway	1976	France	8
Norway	1977	Ireland	12
Norway	1977	Monaco	1
Norway	1977	Austria	2
Norway	1977	United Kingdom	7
Norway	1977	Greece	4
Norway	1977	Israel	5
Norway	1977	Switzerland	10
Norway	1977	Finland	8
Norway	1977	Belgium	6
Norway	1977	France	3
Norway	1978	Ireland	12
Norway	1978	Italy	6
Norway	1978	Finland	2
Norway	1978	France	3
Norway	1978	Switzerland	5
Norway	1978	Belgium	7
Norway	1978	Turkey	1
Norway	1978	Monaco	4
Norway	1978	Israel	8
Norway	1978	Sweden	10
Norway	1979	Portugal	6
Norway	1979	Italy	3
Norway	1979	Ireland	5
Norway	1979	Switzerland	8
Norway	1979	Israel	12
Norway	1979	France	7
Norway	1979	Luxembourg	2
Norway	1979	Netherlands	4
Norway	1979	United Kingdom	10
Norway	1979	Spain	1
Norway	1980	Austria	6
Norway	1980	Greece	4
Norway	1980	Luxembourg	7
Norway	1980	Italy	2
Norway	1980	Denmark	1
Norway	1980	Switzerland	10
Norway	1980	Finland	5
Norway	1980	Portugal	8
Norway	1980	France	3
Norway	1980	Ireland	12
Norway	1981	Germany	4
Norway	1981	Israel	8
Norway	1981	Yugoslavia	1
Norway	1981	France	5
Norway	1981	Spain	10
Norway	1981	United Kingdom	3
Norway	1981	Greece	2
Norway	1981	Cyprus	7
Norway	1981	Switzerland	12
Norway	1981	Sweden	6
Norway	1982	Luxembourg	7
Norway	1982	United Kingdom	6
Norway	1982	Turkey	3
Norway	1982	Switzerland	4
Norway	1982	Cyprus	12
Norway	1982	Sweden	8
Norway	1982	Belgium	5
Norway	1982	Israel	1
Norway	1982	Ireland	2
Norway	1982	Germany	10
Norway	1983	France	3
Norway	1983	United Kingdom	5
Norway	1983	Sweden	12
Norway	1983	Switzerland	1
Norway	1983	Finland	2
Norway	1983	Netherlands	7
Norway	1983	Yugoslavia	8
Norway	1983	Cyprus	4
Norway	1983	Germany	10
Norway	1983	Israel	6
Norway	1984	Sweden	10
Norway	1984	France	2
Norway	1984	Spain	6
Norway	1984	United Kingdom	8
Norway	1984	Belgium	3
Norway	1984	Ireland	4
Norway	1984	Denmark	12
Norway	1984	Germany	7
Norway	1984	Finland	5
Norway	1984	Italy	1
Norway	1985	Ireland	3
Norway	1985	Denmark	6
Norway	1985	Turkey	1
Norway	1985	Germany	8
Norway	1985	Israel	10
Norway	1985	United Kingdom	7
Norway	1985	Switzerland	5
Norway	1985	Sweden	12
Norway	1985	Austria	2
Norway	1985	Luxembourg	4
Norway	1986	Luxembourg	12
Norway	1986	France	3
Norway	1986	United Kingdom	6
Norway	1986	Switzerland	5
Norway	1986	Israel	1
Norway	1986	Ireland	2
Norway	1986	Belgium	8
Norway	1986	Sweden	7
Norway	1986	Denmark	10
Norway	1986	Portugal	4
Norway	1987	Israel	2
Norway	1987	Iceland	4
Norway	1987	Belgium	5
Norway	1987	France	1
Norway	1987	Germany	3
Norway	1987	Cyprus	6
Norway	1987	Finland	10
Norway	1987	Denmark	7
Norway	1987	Ireland	8
Norway	1987	Yugoslavia	12
Norway	1988	Sweden	12
Norway	1988	United Kingdom	5
Norway	1988	Spain	2
Norway	1988	Switzerland	8
Norway	1988	Ireland	7
Norway	1988	Germany	4
Norway	1988	Denmark	10
Norway	1988	Luxembourg	6
Norway	1988	Italy	3
Norway	1988	France	1
Norway	1989	Ireland	3
Norway	1989	Belgium	2
Norway	1989	United Kingdom	12
Norway	1989	Portugal	1
Norway	1989	Sweden	8
Norway	1989	Denmark	10
Norway	1989	France	5
Norway	1989	Spain	4
Norway	1989	Greece	6
Norway	1989	Yugoslavia	7
Norway	1990	Spain	5
Norway	1990	Belgium	1
Norway	1990	Turkey	4
Norway	1990	Iceland	10
Norway	1990	Denmark	7
Norway	1990	France	12
Norway	1990	Yugoslavia	3
Norway	1990	Ireland	8
Norway	1990	Sweden	6
Norway	1990	Cyprus	2
Norway	1991	Malta	6
Norway	1991	Greece	1
Norway	1991	Switzerland	3
Norway	1991	Sweden	8
Norway	1991	France	12
Norway	1991	Portugal	2
Norway	1991	Denmark	5
Norway	1991	Israel	7
Norway	1991	Spain	4
Norway	1991	Italy	10
Norway	1992	Spain	5
Norway	1992	Israel	2
Norway	1992	Greece	8
Norway	1992	France	10
Norway	1992	Cyprus	3
Norway	1992	Iceland	1
Norway	1992	Ireland	7
Norway	1992	Denmark	6
Norway	1992	Italy	12
Norway	1992	Netherlands	4
Norway	1993	Switzerland	3
Norway	1993	Greece	7
Norway	1993	Iceland	2
Norway	1993	Portugal	5
Norway	1993	France	6
Norway	1993	Ireland	12
Norway	1993	United Kingdom	8
Norway	1993	Netherlands	10
Norway	1993	Croatia	4
Norway	1993	Spain	1
Norway	1994	Sweden	10
Norway	1994	Ireland	12
Norway	1994	Cyprus	5
Norway	1994	United Kingdom	2
Norway	1994	Germany	1
Norway	1994	Greece	4
Norway	1994	Hungary	8
Norway	1994	Russia	3
Norway	1994	Poland	6
Norway	1994	France	7
Norway	1995	Poland	4
Norway	1995	Ireland	1
Norway	1995	Russia	10
Norway	1995	Iceland	2
Norway	1995	Austria	3
Norway	1995	Croatia	7
Norway	1995	France	6
Norway	1995	Cyprus	5
Norway	1995	Sweden	8
Norway	1995	Denmark	12
Norway	1996	Portugal	12
Norway	1996	Malta	1
Norway	1996	Croatia	7
Norway	1996	Greece	3
Norway	1996	Estonia	8
Norway	1996	France	4
Norway	1996	Ireland	10
Norway	1996	Finland	2
Norway	1996	Iceland	5
Norway	1996	Sweden	6
Norway	1997	Cyprus	2
Norway	1997	Ireland	3
Norway	1997	Poland	4
Norway	1997	Sweden	8
Norway	1997	Greece	5
Norway	1997	Malta	10
Norway	1997	Russia	1
Norway	1997	Denmark	7
Norway	1997	France	12
Norway	1997	United Kingdom	6
Norway	1998	Croatia	6
Norway	1998	Israel	3
Norway	1998	Malta	12
Norway	1998	Hungary	2
Norway	1998	Ireland	4
Norway	1998	United Kingdom	5
Norway	1998	Netherlands	8
Norway	1998	Sweden	10
Norway	1998	Belgium	7
Norway	1998	Finland	1
Norway	1999	Turkey	4
Norway	1999	France	8
Norway	1999	Iceland	10
Norway	1999	Sweden	12
Norway	1999	Ireland	1
Norway	1999	Austria	6
Norway	1999	Israel	2
Norway	1999	Germany	3
Norway	1999	Bosnia-Herzegovina	7
Norway	1999	Estonia	5
Norway	2000	Estonia	4
Norway	2000	Malta	2
Norway	2000	Russia	8
Norway	2000	Iceland	7
Norway	2000	Denmark	10
Norway	2000	Germany	3
Norway	2000	Sweden	5
Norway	2000	Latvia	12
Norway	2000	Turkey	1
Norway	2000	Ireland	6
Norway	2001	Iceland	1
Norway	2001	Sweden	2
Norway	2001	Spain	4
Norway	2001	France	7
Norway	2001	Slovenia	6
Norway	2001	Germany	3
Norway	2001	Estonia	10
Norway	2001	Malta	5
Norway	2001	Greece	8
Norway	2001	Denmark	12
Norway	2003	Iceland	12
Norway	2003	Austria	8
Norway	2003	Ireland	6
Norway	2003	Turkey	10
Norway	2003	Russia	2
Norway	2003	Netherlands	5
Norway	2003	Poland	4
Norway	2003	Belgium	3
Norway	2003	Romania	1
Norway	2003	Sweden	7
Norway	2004	Serbia & Montenegro	6
Norway	2004	Germany	1
Norway	2004	Albania	3
Norway	2004	Ukraine	7
Norway	2004	Bosnia-Herzegovina	10
Norway	2004	Greece	2
Norway	2004	Iceland	5
Norway	2004	Cyprus	4
Norway	2004	Turkey	8
Norway	2004	Sweden	12
Norway	2005	Malta	10
Norway	2005	Romania	6
Norway	2005	Israel	5
Norway	2005	Denmark	12
Norway	2005	Sweden	1
Norway	2005	Croatia	2
Norway	2005	Greece	4
Norway	2005	Bosnia-Herzegovina	7
Norway	2005	Switzerland	3
Norway	2005	Latvia	8
Norway	2006	Germany	1
Norway	2006	Denmark	6
Norway	2006	Russia	3
Norway	2006	Romania	4
Norway	2006	Bosnia-Herzegovina	8
Norway	2006	Lithuania	5
Norway	2006	United Kingdom	2
Norway	2006	Finland	12
Norway	2006	Ireland	7
Norway	2006	Sweden	10
Norway	2007	Serbia	10
Norway	2007	Ukraine	2
Norway	2007	Russia	5
Norway	2007	Turkey	7
Norway	2007	Hungary	8
Norway	2007	Moldova	1
Norway	2007	Bosnia-Herzegovina	6
Norway	2007	Latvia	3
Norway	2007	Finland	4
Norway	2007	Sweden	12
Norway	2008	Bosnia-Herzegovina	10
Norway	2008	Israel	3
Norway	2008	Finland	4
Norway	2008	Iceland	8
Norway	2008	Turkey	2
Norway	2008	Sweden	7
Norway	2008	Denmark	12
Norway	2008	France	1
Norway	2008	Serbia	6
Norway	2008	Russia	5
Norway	2009	France	1
Norway	2009	Sweden	4
Norway	2009	Iceland	12
Norway	2009	Azerbaijan	10
Norway	2009	Moldova	3
Norway	2009	Denmark	8
Norway	2009	Germany	6
Norway	2009	Turkey	7
Norway	2009	Ukraine	5
Norway	2009	United Kingdom	2
Norway	2010	Azerbaijan	7
Norway	2010	Belgium	3
Norway	2010	Georgia	1
Norway	2010	Turkey	2
Norway	2010	Iceland	6
Norway	2010	France	4
Norway	2010	Romania	10
Norway	2010	Germany	12
Norway	2010	Israel	5
Norway	2010	Denmark	8
Poland	1994	Ireland	8
Poland	1994	Cyprus	5
Poland	1994	Iceland	4
Poland	1994	United Kingdom	3
Poland	1994	Portugal	1
Poland	1994	Germany	7
Poland	1994	Greece	2
Poland	1994	Hungary	12
Poland	1994	Russia	10
Poland	1994	France	6
Poland	1995	Norway	12
Poland	1995	Austria	2
Poland	1995	Spain	8
Poland	1995	France	7
Poland	1995	United Kingdom	5
Poland	1995	Cyprus	1
Poland	1995	Sweden	10
Poland	1995	Denmark	3
Poland	1995	Slovenia	4
Poland	1995	Greece	6
Poland	1996	Malta	6
Poland	1996	Croatia	2
Poland	1996	Austria	8
Poland	1996	Greece	1
Poland	1996	Estonia	10
Poland	1996	Norway	4
Poland	1996	Netherlands	7
Poland	1996	Ireland	12
Poland	1996	Iceland	3
Poland	1996	Slovakia	5
Poland	1997	Austria	1
Poland	1997	Ireland	7
Poland	1997	Slovenia	2
Poland	1997	Italy	8
Poland	1997	Spain	4
Poland	1997	Estonia	6
Poland	1997	Hungary	5
Poland	1997	France	12
Poland	1997	Croatia	3
Poland	1997	United Kingdom	10
Poland	1998	Croatia	6
Poland	1998	Israel	10
Poland	1998	Malta	8
Poland	1998	Ireland	2
Poland	1998	United Kingdom	7
Poland	1998	Netherlands	5
Poland	1998	Sweden	3
Poland	1998	Belgium	12
Poland	1998	Norway	4
Poland	1998	Estonia	1
Poland	1999	Belgium	2
Poland	1999	Croatia	7
Poland	1999	Denmark	1
Poland	1999	Iceland	4
Poland	1999	Sweden	6
Poland	1999	Austria	3
Poland	1999	Israel	10
Poland	1999	Germany	12
Poland	1999	Bosnia-Herzegovina	5
Poland	1999	Estonia	8
Poland	2001	Sweden	5
Poland	2001	Spain	1
Poland	2001	France	10
Poland	2001	United Kingdom	2
Poland	2001	Slovenia	6
Poland	2001	Germany	4
Poland	2001	Estonia	12
Poland	2001	Malta	3
Poland	2001	Greece	8
Poland	2001	Denmark	7
Poland	2003	Iceland	1
Poland	2003	Turkey	2
Poland	2003	Germany	5
Poland	2003	Russia	4
Poland	2003	Ukraine	10
Poland	2003	Norway	6
Poland	2003	France	3
Poland	2003	Belgium	12
Poland	2003	Romania	8
Poland	2003	Sweden	7
Poland	2004	Spain	1
Poland	2004	Serbia & Montenegro	5
Poland	2004	Malta	3
Poland	2004	Germany	6
Poland	2004	Ukraine	12
Poland	2004	Greece	7
Poland	2004	United Kingdom	2
Poland	2004	Cyprus	4
Poland	2004	Turkey	8
Poland	2004	Sweden	10
Poland	2005	Hungary	10
Poland	2005	Romania	7
Poland	2005	Norway	8
Poland	2005	Moldova	3
Poland	2005	Denmark	5
Poland	2005	Ukraine	12
Poland	2005	Croatia	2
Poland	2005	Greece	1
Poland	2005	Switzerland	6
Poland	2005	Latvia	4
Poland	2006	Russia	10
Poland	2006	Romania	3
Poland	2006	Bosnia-Herzegovina	4
Poland	2006	Lithuania	8
Poland	2006	United Kingdom	1
Poland	2006	Finland	12
Poland	2006	Ukraine	6
Poland	2006	Ireland	2
Poland	2006	Sweden	7
Poland	2006	Armenia	5
Poland	2007	Serbia	8
Poland	2007	Ukraine	12
Poland	2007	Russia	3
Poland	2007	Belarus	7
Poland	2007	Armenia	10
Poland	2007	Hungary	2
Poland	2007	Moldova	6
Poland	2007	Georgia	5
Poland	2007	Slovenia	4
Poland	2007	Latvia	1
Poland	2008	Armenia	12
Poland	2008	Israel	5
Poland	2008	Finland	2
Poland	2008	Ukraine	10
Poland	2008	France	1
Poland	2008	Azerbaijan	7
Poland	2008	Greece	3
Poland	2008	Serbia	4
Poland	2008	Russia	6
Poland	2008	Norway	8
Poland	2009	Iceland	1
Poland	2009	Armenia	2
Poland	2009	Russia	3
Poland	2009	Azerbaijan	6
Poland	2009	Moldova	5
Poland	2009	Estonia	8
Poland	2009	Denmark	7
Poland	2009	Norway	12
Poland	2009	Ukraine	10
Poland	2009	United Kingdom	4
Poland	2010	Azerbaijan	8
Poland	2010	Belgium	10
Poland	2010	Greece	1
Poland	2010	Georgia	4
Poland	2010	Albania	2
Poland	2010	Ukraine	3
Poland	2010	Romania	6
Poland	2010	Armenia	5
Poland	2010	Germany	7
Poland	2010	Denmark	12
Portugal	1975	Netherlands	7
Portugal	1975	Ireland	4
Portugal	1975	France	12
Portugal	1975	Luxembourg	8
Portugal	1975	Switzerland	2
Portugal	1975	Yugoslavia	1
Portugal	1975	United Kingdom	5
Portugal	1975	Monaco	3
Portugal	1975	Sweden	6
Portugal	1975	Italy	10
Portugal	1976	United Kingdom	12
Portugal	1976	Switzerland	7
Portugal	1976	Israel	2
Portugal	1976	Belgium	8
Portugal	1976	Netherlands	6
Portugal	1976	Norway	4
Portugal	1976	Greece	1
Portugal	1976	Italy	10
Portugal	1976	Monaco	3
Portugal	1976	France	5
Portugal	1977	Ireland	1
Portugal	1977	Monaco	6
Portugal	1977	Norway	2
Portugal	1977	Germany	8
Portugal	1977	United Kingdom	12
